"LocalID";"AWArt";"AWArt_Bez";"VKPreis";"VKPreis_Brutto";"EKPreis";"AWMinuten";"c_date"
"59BC6460-1CCE-4C1C-B827-83D6DFC46A77";"ZB";"Zubehörarbeiten";5,99;6,95;0,00;5,00;"03.07.2023 07:47:32"
"5A65CE3D-1AB2-4397-B777-A3AF3EF18CEB";"EL";"Elektriker";10,00;11,90;0,00;6,00;"01.08.2023 07:40:04"
"5A65CE3D-1AB2-4397-B777-A3AF3EF18CEB";"KA";"Karosseriearbeiten";11,00;13,09;0,00;6,00;"01.08.2023 07:40:04"
"5A65CE3D-1AB2-4397-B777-A3AF3EF18CEB";;"Lackierarbeiten";9,50;11,31;0,00;6,00;"01.08.2023 07:40:04"
"5A65CE3D-1AB2-4397-B777-A3AF3EF18CEB";"LA";"Werkstattarbeiten";10,00;11,90;0,00;6,00;"01.08.2023 07:40:04"
"5A65CE3D-1AB2-4397-B777-A3AF3EF18CEB";"EL";"Elektriker";9,00;10,71;0,00;6,00;"03.07.2023 08:00:08"
"5A65CE3D-1AB2-4397-B777-A3AF3EF18CEB";"KA";"Karosseriearbeiten";10,00;11,90;0,00;6,00;"03.07.2023 08:00:08"
"5A65CE3D-1AB2-4397-B777-A3AF3EF18CEB";;"Lackierarbeiten";9,50;11,31;0,00;6,00;"03.07.2023 08:00:08"
"5A65CE3D-1AB2-4397-B777-A3AF3EF18CEB";"LA";"Werkstattarbeiten";9,00;10,71;0,00;6,00;"03.07.2023 08:00:08"
"5A65CE3D-1AB2-4397-B777-A3AF3EF18CEB";"EL";"Elektriker";10,00;11,90;0,00;6,00;"03.08.2023 08:00:02"
"5A65CE3D-1AB2-4397-B777-A3AF3EF18CEB";"KA";"Karosseriearbeiten";11,00;13,09;0,00;6,00;"03.08.2023 08:00:02"
"5A65CE3D-1AB2-4397-B777-A3AF3EF18CEB";;"Lackierarbeiten";9,50;11,31;0,00;6,00;"03.08.2023 08:00:02"
"5A65CE3D-1AB2-4397-B777-A3AF3EF18CEB";"LA";"Werkstattarbeiten";10,00;11,90;0,00;6,00;"03.08.2023 08:00:02"
"5A65CE3D-1AB2-4397-B777-A3AF3EF18CEB";"EL";"Elektriker";9,00;10,71;0,00;6,00;"04.07.2023 07:37:18"
"5A65CE3D-1AB2-4397-B777-A3AF3EF18CEB";"KA";"Karosseriearbeiten";10,00;11,90;0,00;6,00;"04.07.2023 07:37:18"
"5A65CE3D-1AB2-4397-B777-A3AF3EF18CEB";;"Lackierarbeiten";9,50;11,31;0,00;6,00;"04.07.2023 07:37:18"
"5A65CE3D-1AB2-4397-B777-A3AF3EF18CEB";"LA";"Werkstattarbeiten";9,00;10,71;0,00;6,00;"04.07.2023 07:37:18"
"5AEC3839-9689-4FD7-A3C9-0FE9E15719D2";"EL";"Elektrikarbeiten";8,50;10,12;0,00;5,00;"02.08.2023 01:40:52"
"5AEC3839-9689-4FD7-A3C9-0FE9E15719D2";"EK";"Elektronikarbeiten";8,50;10,12;0,00;5,00;"02.08.2023 01:40:52"
"5AEC3839-9689-4FD7-A3C9-0FE9E15719D2";"KA";"Karosseriearbeiten";10,20;12,14;0,00;5,00;"02.08.2023 01:40:52"
"5AEC3839-9689-4FD7-A3C9-0FE9E15719D2";;"Lackierarbeiten";11,67;13,89;0,00;5,00;"02.08.2023 01:40:52"
"5AEC3839-9689-4FD7-A3C9-0FE9E15719D2";;"Prüfarbeiten";7,90;9,40;0,00;5,00;"02.08.2023 01:40:52"
"5AEC3839-9689-4FD7-A3C9-0FE9E15719D2";;"Reifen";4,50;5,36;0,00;5,00;"02.08.2023 01:40:52"
"5AEC3839-9689-4FD7-A3C9-0FE9E15719D2";"WS";"Werkstattarbeiten";7,90;9,40;0,00;5,00;"02.08.2023 01:40:52"
"5AEC3839-9689-4FD7-A3C9-0FE9E15719D2";"ZB";"Zubehörarbeiten";7,90;9,40;0,00;5,00;"02.08.2023 01:40:52"
"5AEC3839-9689-4FD7-A3C9-0FE9E15719D2";"EL";"Elektrikarbeiten";8,50;10,12;0,00;5,00;"05.08.2023 09:12:08"
"5AEC3839-9689-4FD7-A3C9-0FE9E15719D2";"EK";"Elektronikarbeiten";8,50;10,12;0,00;5,00;"05.08.2023 09:12:08"
"5AEC3839-9689-4FD7-A3C9-0FE9E15719D2";"KA";"Karosseriearbeiten";10,20;12,14;0,00;5,00;"05.08.2023 09:12:08"
"5AEC3839-9689-4FD7-A3C9-0FE9E15719D2";;"Lackierarbeiten";11,67;13,89;0,00;5,00;"05.08.2023 09:12:08"
"5AEC3839-9689-4FD7-A3C9-0FE9E15719D2";;"Prüfarbeiten";7,90;9,40;0,00;5,00;"05.08.2023 09:12:08"
"5AEC3839-9689-4FD7-A3C9-0FE9E15719D2";;"Reifen";4,50;5,36;0,00;5,00;"05.08.2023 09:12:08"
"5AEC3839-9689-4FD7-A3C9-0FE9E15719D2";"WS";"Werkstattarbeiten";7,90;9,40;0,00;5,00;"05.08.2023 09:12:08"
"5AEC3839-9689-4FD7-A3C9-0FE9E15719D2";"ZB";"Zubehörarbeiten";7,90;9,40;0,00;5,00;"05.08.2023 09:12:08"
"5AEC3839-9689-4FD7-A3C9-0FE9E15719D2";"EL";"Elektrikarbeiten";8,50;10,12;0,00;5,00;"07.07.2023 15:53:00"
"5AEC3839-9689-4FD7-A3C9-0FE9E15719D2";"EK";"Elektronikarbeiten";8,50;10,12;0,00;5,00;"07.07.2023 15:53:00"
"5AEC3839-9689-4FD7-A3C9-0FE9E15719D2";"KA";"Karosseriearbeiten";10,20;12,14;0,00;5,00;"07.07.2023 15:53:00"
"5AEC3839-9689-4FD7-A3C9-0FE9E15719D2";;"Lackierarbeiten";11,67;13,89;0,00;5,00;"07.07.2023 15:53:00"
"5AEC3839-9689-4FD7-A3C9-0FE9E15719D2";;"Prüfarbeiten";7,90;9,40;0,00;5,00;"07.07.2023 15:53:00"
"5AEC3839-9689-4FD7-A3C9-0FE9E15719D2";;"Reifen";4,50;5,36;0,00;5,00;"07.07.2023 15:53:00"
"5AEC3839-9689-4FD7-A3C9-0FE9E15719D2";"WS";"Werkstattarbeiten";7,90;9,40;0,00;5,00;"07.07.2023 15:53:00"
"5AEC3839-9689-4FD7-A3C9-0FE9E15719D2";"ZB";"Zubehörarbeiten";7,90;9,40;0,00;5,00;"07.07.2023 15:53:00"
"5BBF36D0-742F-4783-B0FE-8844B2644AAA";;"HU";74,50;88,66;0,00;60,00;"01.08.2023 05:30:38"
"5BBF36D0-742F-4783-B0FE-8844B2644AAA";;"Karosserie DEVK";75,00;89,25;0,00;60,00;"01.08.2023 05:30:38"
"5BBF36D0-742F-4783-B0FE-8844B2644AAA";"KA";"Karosseriearbeiten DAT";81,00;96,39;0,00;60,00;"01.08.2023 05:30:38"
"5BBF36D0-742F-4783-B0FE-8844B2644AAA";;"Mechanik DAT";67,00;79,73;0,00;60,00;"01.08.2023 05:30:38"
"5BBF36D0-742F-4783-B0FE-8844B2644AAA";;"Mechanik DEVK";65,00;77,35;0,00;60,00;"01.08.2023 05:30:38"
"5BBF36D0-742F-4783-B0FE-8844B2644AAA";;"Standard Verrechnungssatz";62,50;74,38;0,00;60,00;"01.08.2023 05:30:38"
"5BBF36D0-742F-4783-B0FE-8844B2644AAA";"LA";"Werkstattarbeiten";62,50;74,38;0,00;60,00;"01.08.2023 05:30:38"
"5BBF36D0-742F-4783-B0FE-8844B2644AAA";;"HU";74,50;88,66;0,00;60,00;"03.07.2023 07:00:56"
"5BBF36D0-742F-4783-B0FE-8844B2644AAA";;"Karosserie DEVK";75,00;89,25;0,00;60,00;"03.07.2023 07:00:56"
"5BBF36D0-742F-4783-B0FE-8844B2644AAA";"KA";"Karosseriearbeiten DAT";81,00;96,39;0,00;60,00;"03.07.2023 07:00:56"
"5BBF36D0-742F-4783-B0FE-8844B2644AAA";;"Mechanik DAT";67,00;79,73;0,00;60,00;"03.07.2023 07:00:56"
"5BBF36D0-742F-4783-B0FE-8844B2644AAA";;"Mechanik DEVK";65,00;77,35;0,00;60,00;"03.07.2023 07:00:56"
"5BBF36D0-742F-4783-B0FE-8844B2644AAA";;"Standard Verrechnungssatz";62,50;74,38;0,00;60,00;"03.07.2023 07:00:56"
"5BBF36D0-742F-4783-B0FE-8844B2644AAA";"LA";"Werkstattarbeiten";62,50;74,38;0,00;60,00;"03.07.2023 07:00:56"
"5BFE11C0-944E-486B-AD48-9B332DFC3234";"CM";"CarMax24";5,00;5,95;0,00;6,00;"01.07.2023 12:37:30"
"5BFE11C0-944E-486B-AD48-9B332DFC3234";;"Werkstattarbeiten";9,00;10,71;0,00;6,00;"01.07.2023 12:37:30"
"5C1D45C8-B39F-4CF8-8256-8746033CF77C";"EL";"Elektrikarbeiten";9,95;11,84;0,00;5,00;"01.08.2023 16:11:32"
"5C1D45C8-B39F-4CF8-8256-8746033CF77C";;"Elektronikarbeiten";9,95;9,95;0,00;5,00;"01.08.2023 16:11:32"
"5C1D45C8-B39F-4CF8-8256-8746033CF77C";;"Gutachten";7,42;8,83;0,00;5,00;"01.08.2023 16:11:32"
"5C1D45C8-B39F-4CF8-8256-8746033CF77C";;"Interne Arbeiten";5,00;5,95;0,00;5,00;"01.08.2023 16:11:32"
"5C1D45C8-B39F-4CF8-8256-8746033CF77C";;"Karosseriearbeiten";9,95;11,84;0,00;5,00;"01.08.2023 16:11:32"
"5C1D45C8-B39F-4CF8-8256-8746033CF77C";"LA";"Lackierarbeiten";12,94;15,40;0,00;5,00;"01.08.2023 16:11:32"
"5C1D45C8-B39F-4CF8-8256-8746033CF77C";;"Miefahrzeuge";70,00;83,30;0,00;5,00;"01.08.2023 16:11:32"
"5C1D45C8-B39F-4CF8-8256-8746033CF77C";;"PKW Mietfahrzeuge";25,13;29,90;0,00;5,00;"01.08.2023 16:11:32"
"5C1D45C8-B39F-4CF8-8256-8746033CF77C";;"Reifeneinlagerungskosten";39,00;46,41;0,00;5,00;"01.08.2023 16:11:32"
"5C1D45C8-B39F-4CF8-8256-8746033CF77C";;"Standard Verrechnungssatz";69,00;82,11;0,00;5,00;"01.08.2023 16:11:32"
"5C1D45C8-B39F-4CF8-8256-8746033CF77C";"WS";"Werkstattarbeiten";6,58;7,83;0,00;5,00;"01.08.2023 16:11:32"
"5C1D45C8-B39F-4CF8-8256-8746033CF77C";"ZB";"Zubehörarbeiten";6,58;7,83;0,00;5,00;"01.08.2023 16:11:32"
"5C1D45C8-B39F-4CF8-8256-8746033CF77C";"ZU";"Zulassungsdienst";16,81;20,00;0,00;5,00;"01.08.2023 16:11:32"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"AU - G-Kat";56,00;0,00;0,00;6,00;"01.08.2023 07:01:20"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"AU - U-Kat";31,00;0,00;0,00;6,00;"01.08.2023 07:01:20"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"Karosserie Arbeitslohn";12,00;0,00;0,00;6,00;"01.08.2023 07:01:20"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"Karosserie SAAB Arbeitslohn";12,00;0,00;0,00;6,00;"01.08.2023 07:01:20"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"Klimaanlage";115,00;0,00;0,00;6,00;"01.08.2023 07:01:20"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"Lieferinspektion";145,00;0,00;0,00;6,00;"01.08.2023 07:01:20"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"Mechanik/Elektrik Arbeitslohn";7,80;9,28;0,00;6,00;"01.08.2023 07:01:20"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"Mechanik/Elektrik SAAB Arbeitslohn";9,00;0,00;0,00;6,00;"01.08.2023 07:01:20"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"Standard Verrechnungssatz";5,99;7,13;0,00;6,00;"01.08.2023 07:01:20"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"AU - G-Kat";56,00;0,00;0,00;6,00;"02.08.2023 08:20:48"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"AU - U-Kat";31,00;0,00;0,00;6,00;"02.08.2023 08:20:48"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"Karosserie Arbeitslohn";12,00;0,00;0,00;6,00;"02.08.2023 08:20:48"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"Karosserie SAAB Arbeitslohn";12,00;0,00;0,00;6,00;"02.08.2023 08:20:48"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"Klimaanlage";115,00;0,00;0,00;6,00;"02.08.2023 08:20:48"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"Lieferinspektion";145,00;0,00;0,00;6,00;"02.08.2023 08:20:48"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"Mechanik/Elektrik Arbeitslohn";7,80;9,28;0,00;6,00;"02.08.2023 08:20:48"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"Mechanik/Elektrik SAAB Arbeitslohn";9,00;0,00;0,00;6,00;"02.08.2023 08:20:48"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"Standard Verrechnungssatz";5,99;7,13;0,00;6,00;"02.08.2023 08:20:48"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"AU - G-Kat";56,00;0,00;0,00;6,00;"03.07.2023 07:11:26"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"AU - U-Kat";31,00;0,00;0,00;6,00;"03.07.2023 07:11:26"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"Karosserie Arbeitslohn";12,00;0,00;0,00;6,00;"03.07.2023 07:11:26"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"Karosserie SAAB Arbeitslohn";12,00;0,00;0,00;6,00;"03.07.2023 07:11:26"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"Klimaanlage";115,00;0,00;0,00;6,00;"03.07.2023 07:11:26"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"Lieferinspektion";145,00;0,00;0,00;6,00;"03.07.2023 07:11:26"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"Mechanik/Elektrik Arbeitslohn";7,80;9,28;0,00;6,00;"03.07.2023 07:11:26"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"Mechanik/Elektrik SAAB Arbeitslohn";9,00;0,00;0,00;6,00;"03.07.2023 07:11:26"
"5C29D0B6-51F5-4216-AD26-8F94407315DB";;"Standard Verrechnungssatz";5,99;7,13;0,00;6,00;"03.07.2023 07:11:26"
"5C9510D7-7D5C-4B99-A8B3-63F5292E2830";;"     Werkstattarbeiten";69,75;83,00;1,00;60,00;"01.07.2023 09:32:46"
"5C9510D7-7D5C-4B99-A8B3-63F5292E2830";"EL";"Elektronik/Fein/Sonderarbeiten";99,75;118,70;1,00;60,00;"01.07.2023 09:32:46"
"5C9510D7-7D5C-4B99-A8B3-63F5292E2830";"KA";"Karosseriearbeiten";139,50;166,01;1,00;60,00;"01.07.2023 09:32:46"
"5C9510D7-7D5C-4B99-A8B3-63F5292E2830";;"Lackierarbeiten  Perleff.";182,75;217,47;1,00;60,00;"01.07.2023 09:32:46"
"5C9510D7-7D5C-4B99-A8B3-63F5292E2830";"LA";"Lackierarbeiten Uni + Met.";173,00;205,87;1,00;60,00;"01.07.2023 09:32:46"
"5C9510D7-7D5C-4B99-A8B3-63F5292E2830";;"Werkstattarbeiten";96,30;114,60;1,00;60,00;"01.07.2023 09:32:46"
"5C9510D7-7D5C-4B99-A8B3-63F5292E2830";;"     Werkstattarbeiten";69,75;83,00;1,00;60,00;"01.08.2023 07:37:10"
"5C9510D7-7D5C-4B99-A8B3-63F5292E2830";"EL";"Elektronik/Fein/Sonderarbeiten";99,75;118,70;1,00;60,00;"01.08.2023 07:37:10"
"5C9510D7-7D5C-4B99-A8B3-63F5292E2830";"KA";"Karosseriearbeiten";139,50;166,01;1,00;60,00;"01.08.2023 07:37:10"
"5C9510D7-7D5C-4B99-A8B3-63F5292E2830";;"Lackierarbeiten  Perleff.";182,75;217,47;1,00;60,00;"01.08.2023 07:37:10"
"5C9510D7-7D5C-4B99-A8B3-63F5292E2830";"LA";"Lackierarbeiten Uni + Met.";173,00;205,87;1,00;60,00;"01.08.2023 07:37:10"
"5C9510D7-7D5C-4B99-A8B3-63F5292E2830";;"Werkstattarbeiten";96,30;114,60;1,00;60,00;"01.08.2023 07:37:10"
"5C9510D7-7D5C-4B99-A8B3-63F5292E2830";;"     Werkstattarbeiten";69,75;83,00;1,00;60,00;"03.07.2023 09:34:26"
"5C9510D7-7D5C-4B99-A8B3-63F5292E2830";"EL";"Elektronik/Fein/Sonderarbeiten";99,75;118,70;1,00;60,00;"03.07.2023 09:34:26"
"5C9510D7-7D5C-4B99-A8B3-63F5292E2830";"KA";"Karosseriearbeiten";139,50;166,01;1,00;60,00;"03.07.2023 09:34:26"
"5C9510D7-7D5C-4B99-A8B3-63F5292E2830";;"Lackierarbeiten  Perleff.";182,75;217,47;1,00;60,00;"03.07.2023 09:34:26"
"5C9510D7-7D5C-4B99-A8B3-63F5292E2830";"LA";"Lackierarbeiten Uni + Met.";173,00;205,87;1,00;60,00;"03.07.2023 09:34:26"
"5C9510D7-7D5C-4B99-A8B3-63F5292E2830";;"Werkstattarbeiten";96,30;114,60;1,00;60,00;"03.07.2023 09:34:26"
"5C9510D7-7D5C-4B99-A8B3-63F5292E2830";;"     Werkstattarbeiten";69,75;83,00;1,00;60,00;"04.08.2023 07:40:38"
"5C9510D7-7D5C-4B99-A8B3-63F5292E2830";"EL";"Elektronik/Fein/Sonderarbeiten";99,75;118,70;1,00;60,00;"04.08.2023 07:40:38"
"5C9510D7-7D5C-4B99-A8B3-63F5292E2830";"KA";"Karosseriearbeiten";139,50;166,01;1,00;60,00;"04.08.2023 07:40:38"
"5C9510D7-7D5C-4B99-A8B3-63F5292E2830";;"Lackierarbeiten  Perleff.";182,75;217,47;1,00;60,00;"04.08.2023 07:40:38"
"5C9510D7-7D5C-4B99-A8B3-63F5292E2830";"LA";"Lackierarbeiten Uni + Met.";173,00;205,87;1,00;60,00;"04.08.2023 07:40:38"
"5C9510D7-7D5C-4B99-A8B3-63F5292E2830";;"Werkstattarbeiten";96,30;114,60;1,00;60,00;"04.08.2023 07:40:38"
"5D94578B-2478-42CF-8C5C-44A0EA6AC359";"KA";"Karosseriearbeiten";7,00;0,00;0,00;6,00;"01.07.2023 13:23:38"
"5D94578B-2478-42CF-8C5C-44A0EA6AC359";"WS";"Werkstattarbeiten";5,80;6,90;0,00;6,00;"01.07.2023 13:23:38"
"5D94578B-2478-42CF-8C5C-44A0EA6AC359";"KA";"Karosseriearbeiten";7,00;0,00;0,00;6,00;"01.08.2023 06:31:36"
"5D94578B-2478-42CF-8C5C-44A0EA6AC359";"WS";"Werkstattarbeiten";5,80;6,90;0,00;6,00;"01.08.2023 06:31:36"
"5DBECBE5-5683-4E1A-B4E7-527F24F58CC2";"EL";"Elektrikarbeiten";67,50;80,33;0,00;60,00;"01.08.2023 07:45:02"
"5DBECBE5-5683-4E1A-B4E7-527F24F58CC2";"EK";"Elektronikarbeiten";67,50;80,33;0,00;60,00;"01.08.2023 07:45:02"
"5DBECBE5-5683-4E1A-B4E7-527F24F58CC2";"KA";"Karosseriearbeiten";85,99;102,33;0,00;60,00;"01.08.2023 07:45:02"
"5DBECBE5-5683-4E1A-B4E7-527F24F58CC2";"LA";"Lackierarbeiten";95,00;113,05;0,00;60,00;"01.08.2023 07:45:02"
"5DBECBE5-5683-4E1A-B4E7-527F24F58CC2";;"Saab";67,50;80,33;0,00;60,00;"01.08.2023 07:45:02"
"5DBECBE5-5683-4E1A-B4E7-527F24F58CC2";"WS";"Werkstattarbeiten";67,50;80,33;0,00;60,00;"01.08.2023 07:45:02"
"5DBECBE5-5683-4E1A-B4E7-527F24F58CC2";;"Zubehörarbeiten";62,60;62,60;0,00;60,00;"01.08.2023 07:45:02"
"5DBECBE5-5683-4E1A-B4E7-527F24F58CC2";;"Zubehörarbeiten";67,50;80,33;0,00;60,00;"01.08.2023 07:45:02"
"5DBECBE5-5683-4E1A-B4E7-527F24F58CC2";"ZB";"Zubehörarbeiten";67,50;80,33;0,00;60,00;"01.08.2023 07:45:02"
"5DBECBE5-5683-4E1A-B4E7-527F24F58CC2";"EL";"Elektrikarbeiten";67,50;80,33;0,00;60,00;"03.07.2023 07:42:36"
"5DBECBE5-5683-4E1A-B4E7-527F24F58CC2";"EK";"Elektronikarbeiten";67,50;80,33;0,00;60,00;"03.07.2023 07:42:36"
"5DBECBE5-5683-4E1A-B4E7-527F24F58CC2";"KA";"Karosseriearbeiten";85,99;102,33;0,00;60,00;"03.07.2023 07:42:36"
"5DBECBE5-5683-4E1A-B4E7-527F24F58CC2";"LA";"Lackierarbeiten";95,00;113,05;0,00;60,00;"03.07.2023 07:42:36"
"5DBECBE5-5683-4E1A-B4E7-527F24F58CC2";;"Saab";67,50;80,33;0,00;60,00;"03.07.2023 07:42:36"
"5DBECBE5-5683-4E1A-B4E7-527F24F58CC2";"WS";"Werkstattarbeiten";67,50;80,33;0,00;60,00;"03.07.2023 07:42:36"
"5DBECBE5-5683-4E1A-B4E7-527F24F58CC2";;"Zubehörarbeiten";62,60;62,60;0,00;60,00;"03.07.2023 07:42:36"
"5DBECBE5-5683-4E1A-B4E7-527F24F58CC2";;"Zubehörarbeiten";67,50;80,33;0,00;60,00;"03.07.2023 07:42:36"
"5DBECBE5-5683-4E1A-B4E7-527F24F58CC2";"ZB";"Zubehörarbeiten";67,50;80,33;0,00;60,00;"03.07.2023 07:42:36"
"5E11CCE5-0306-4378-A4F5-E4B3A664AB6B";"EL";"Elektrikarbeiten";10,00;11,90;0,00;6,00;"01.08.2023 08:06:30"
"5E11CCE5-0306-4378-A4F5-E4B3A664AB6B";"EK";"Elektronikarbeiten";10,00;11,90;0,00;6,00;"01.08.2023 08:06:30"
"5E11CCE5-0306-4378-A4F5-E4B3A664AB6B";"KA";"Karosseriearbeiten";14,00;16,66;0,00;6,00;"01.08.2023 08:06:30"
"5E11CCE5-0306-4378-A4F5-E4B3A664AB6B";"LA";"Lackierarbeiten";15,90;18,92;0,00;6,00;"01.08.2023 08:06:30"
"5E11CCE5-0306-4378-A4F5-E4B3A664AB6B";;"Standard Verrechnungssatz";10,00;11,90;0,00;6,00;"01.08.2023 08:06:30"
"5E11CCE5-0306-4378-A4F5-E4B3A664AB6B";"WS";"TECHNIK P";10,00;11,90;0,00;6,00;"01.08.2023 08:06:30"
"5E11CCE5-0306-4378-A4F5-E4B3A664AB6B";;"Werkstattarbeiten";10,00;11,90;0,00;6,00;"01.08.2023 08:06:30"
"5E11CCE5-0306-4378-A4F5-E4B3A664AB6B";"ZB";"Zubehörarbeiten";10,00;11,90;0,00;6,00;"01.08.2023 08:06:30"
"5E11CCE5-0306-4378-A4F5-E4B3A664AB6B";"EL";"Elektrikarbeiten";10,00;11,90;0,00;6,00;"02.07.2023 20:26:46"
"5E11CCE5-0306-4378-A4F5-E4B3A664AB6B";"EK";"Elektronikarbeiten";10,00;11,90;0,00;6,00;"02.07.2023 20:26:46"
"5E11CCE5-0306-4378-A4F5-E4B3A664AB6B";"KA";"Karosseriearbeiten";14,00;16,66;0,00;6,00;"02.07.2023 20:26:46"
"5E11CCE5-0306-4378-A4F5-E4B3A664AB6B";"LA";"Lackierarbeiten";15,90;18,92;0,00;6,00;"02.07.2023 20:26:46"
"5E11CCE5-0306-4378-A4F5-E4B3A664AB6B";;"Standard Verrechnungssatz";10,00;11,90;0,00;6,00;"02.07.2023 20:26:46"
"5E11CCE5-0306-4378-A4F5-E4B3A664AB6B";"WS";"TECHNIK P";10,00;11,90;0,00;6,00;"02.07.2023 20:26:46"
"5E11CCE5-0306-4378-A4F5-E4B3A664AB6B";;"Werkstattarbeiten";10,00;11,90;0,00;6,00;"02.07.2023 20:26:46"
"5E11CCE5-0306-4378-A4F5-E4B3A664AB6B";"ZB";"Zubehörarbeiten";10,00;11,90;0,00;6,00;"02.07.2023 20:26:46"
"5E11CCE5-0306-4378-A4F5-E4B3A664AB6B";"EL";"Elektrikarbeiten";10,00;11,90;0,00;6,00;"06.07.2023 07:57:48"
"5E11CCE5-0306-4378-A4F5-E4B3A664AB6B";"EK";"Elektronikarbeiten";10,00;11,90;0,00;6,00;"06.07.2023 07:57:48"
"5E11CCE5-0306-4378-A4F5-E4B3A664AB6B";"KA";"Karosseriearbeiten";14,00;16,66;0,00;6,00;"06.07.2023 07:57:48"
"5E11CCE5-0306-4378-A4F5-E4B3A664AB6B";"LA";"Lackierarbeiten";15,90;18,92;0,00;6,00;"06.07.2023 07:57:48"
"5E11CCE5-0306-4378-A4F5-E4B3A664AB6B";;"Standard Verrechnungssatz";10,00;11,90;0,00;6,00;"06.07.2023 07:57:48"
"5E11CCE5-0306-4378-A4F5-E4B3A664AB6B";"WS";"TECHNIK P";10,00;11,90;0,00;6,00;"06.07.2023 07:57:48"
"5E11CCE5-0306-4378-A4F5-E4B3A664AB6B";;"Werkstattarbeiten";10,00;11,90;0,00;6,00;"06.07.2023 07:57:48"
"5E11CCE5-0306-4378-A4F5-E4B3A664AB6B";"ZB";"Zubehörarbeiten";10,00;11,90;0,00;6,00;"06.07.2023 07:57:48"
"5E31DFD3-48F8-47B0-A3D6-D8EF03BF9B71";"EL";"Elektrikarbeiten";78,00;92,82;0,00;60,00;"02.08.2023 07:17:34"
"5E31DFD3-48F8-47B0-A3D6-D8EF03BF9B71";"EK";"Elektronikarbeiten";78,00;92,82;0,00;60,00;"02.08.2023 07:17:34"
"5E31DFD3-48F8-47B0-A3D6-D8EF03BF9B71";"KA";"Karosseriearbeiten";74,00;88,06;0,00;60,00;"02.08.2023 07:17:34"
"5E31DFD3-48F8-47B0-A3D6-D8EF03BF9B71";;"Karosseriearbeiten Versicherung";109,25;130,01;0,00;60,00;"02.08.2023 07:17:34"
"5E31DFD3-48F8-47B0-A3D6-D8EF03BF9B71";"LA";"Lackierarbeiten";76,00;90,44;0,00;60,00;"02.08.2023 07:17:34"
"5E31DFD3-48F8-47B0-A3D6-D8EF03BF9B71";;"Versicherung";105,00;124,95;0,00;60,00;"02.08.2023 07:17:34"
"5E31DFD3-48F8-47B0-A3D6-D8EF03BF9B71";"WS";"Werkstattarbeiten";75,00;89,25;0,00;60,00;"02.08.2023 07:17:34"
"5E31DFD3-48F8-47B0-A3D6-D8EF03BF9B71";"ZB";"Zubehörarbeiten";75,00;89,25;0,00;60,00;"02.08.2023 07:17:34"
"5E31DFD3-48F8-47B0-A3D6-D8EF03BF9B71";"EL";"Elektrikarbeiten";78,00;92,82;0,00;60,00;"03.07.2023 07:32:18"
"5E31DFD3-48F8-47B0-A3D6-D8EF03BF9B71";"EK";"Elektronikarbeiten";78,00;92,82;0,00;60,00;"03.07.2023 07:32:18"
"5E31DFD3-48F8-47B0-A3D6-D8EF03BF9B71";"KA";"Karosseriearbeiten";74,00;88,06;0,00;60,00;"03.07.2023 07:32:18"
"5E31DFD3-48F8-47B0-A3D6-D8EF03BF9B71";;"Karosseriearbeiten Versicherung";109,25;130,01;0,00;60,00;"03.07.2023 07:32:18"
"5E31DFD3-48F8-47B0-A3D6-D8EF03BF9B71";"LA";"Lackierarbeiten";76,00;90,44;0,00;60,00;"03.07.2023 07:32:18"
"5E31DFD3-48F8-47B0-A3D6-D8EF03BF9B71";;"Versicherung";105,00;124,95;0,00;60,00;"03.07.2023 07:32:18"
"5E31DFD3-48F8-47B0-A3D6-D8EF03BF9B71";"WS";"Werkstattarbeiten";75,00;89,25;0,00;60,00;"03.07.2023 07:32:18"
