"LocalID";"AWArt";"AWArt_Bez";"VKPreis";"VKPreis_Brutto";"EKPreis";"AWMinuten";"c_date"
"0007BD7B-6934-4893-B971-CCA4857B1789";"EL";"Elektrikarbeiten";12,40;14,76;6,80;6,00;"01.07.2023 11:29:12"
"0007BD7B-6934-4893-B971-CCA4857B1789";"KA";"Karosseriearbeiten";13,00;15,47;6,80;6,00;"01.07.2023 11:29:12"
"0007BD7B-6934-4893-B971-CCA4857B1789";"LA";"Lackierarbeiten";13,00;15,47;6,80;6,00;"01.07.2023 11:29:12"
"0007BD7B-6934-4893-B971-CCA4857B1789";;"Verrechnungssatz Autohaus Zorn";85,71;102,00;6,90;6,00;"01.07.2023 11:29:12"
"0007BD7B-6934-4893-B971-CCA4857B1789";"WS";"Werkstattarbeiten";10,30;12,26;6,30;6,00;"01.07.2023 11:29:12"
"0007BD7B-6934-4893-B971-CCA4857B1789";"ZB";"Zubehörarbeiten";9,00;10,71;6,30;6,00;"01.07.2023 11:29:12"
"0007BD7B-6934-4893-B971-CCA4857B1789";"EL";"Elektrikarbeiten";12,40;14,76;6,80;6,00;"01.08.2023 07:47:16"
"0007BD7B-6934-4893-B971-CCA4857B1789";"KA";"Karosseriearbeiten";13,00;15,47;6,80;6,00;"01.08.2023 07:47:16"
"0007BD7B-6934-4893-B971-CCA4857B1789";"LA";"Lackierarbeiten";13,00;15,47;6,80;6,00;"01.08.2023 07:47:16"
"0007BD7B-6934-4893-B971-CCA4857B1789";;"Verrechnungssatz Autohaus Zorn";85,71;102,00;6,90;6,00;"01.08.2023 07:47:16"
"0007BD7B-6934-4893-B971-CCA4857B1789";"WS";"Werkstattarbeiten";10,30;12,26;6,30;6,00;"01.08.2023 07:47:16"
"0007BD7B-6934-4893-B971-CCA4857B1789";"ZB";"Zubehörarbeiten";9,00;10,71;6,30;6,00;"01.08.2023 07:47:16"
"00354AA2-C249-4F73-9B3E-BA3CF2A92E90";"KA";"Karosseriearbeiten";65,00;77,35;0,00;6,00;"01.08.2023 07:30:16"
"00354AA2-C249-4F73-9B3E-BA3CF2A92E90";"LA";"Lackierarbeiten";95,00;113,05;0,00;6,00;"01.08.2023 07:30:16"
"00354AA2-C249-4F73-9B3E-BA3CF2A92E90";;"Standard Verrechnungssatz";55,00;65,45;0,00;6,00;"01.08.2023 07:30:16"
"00354AA2-C249-4F73-9B3E-BA3CF2A92E90";"WS";"Werkstattarbeiten";7,14;8,50;0,00;6,00;"01.08.2023 07:30:16"
"0050FBDF-F1E3-40F4-B772-7B0BD3184CD8";;"ABC";18,90;22,49;0,00;6,00;"01.08.2023 08:35:40"
"0050FBDF-F1E3-40F4-B772-7B0BD3184CD8";"EL";"Elektrikarbeiten";15,90;18,92;0,00;6,00;"01.08.2023 08:35:40"
"0050FBDF-F1E3-40F4-B772-7B0BD3184CD8";"KA";"Karosseriearbeiten";14,90;17,73;0,00;6,00;"01.08.2023 08:35:40"
"0050FBDF-F1E3-40F4-B772-7B0BD3184CD8";;"Strahlen";12,90;15,35;0,00;6,00;"01.08.2023 08:35:40"
"0050FBDF-F1E3-40F4-B772-7B0BD3184CD8";"WS";"Werkstattarbeiten";13,90;16,54;0,00;6,00;"01.08.2023 08:35:40"
"0050FBDF-F1E3-40F4-B772-7B0BD3184CD8";;"ABC";18,90;22,49;0,00;6,00;"03.07.2023 09:36:34"
"0050FBDF-F1E3-40F4-B772-7B0BD3184CD8";"EL";"Elektrikarbeiten";15,90;18,92;0,00;6,00;"03.07.2023 09:36:34"
"0050FBDF-F1E3-40F4-B772-7B0BD3184CD8";"KA";"Karosseriearbeiten";14,90;17,73;0,00;6,00;"03.07.2023 09:36:34"
"0050FBDF-F1E3-40F4-B772-7B0BD3184CD8";;"Strahlen";12,90;15,35;0,00;6,00;"03.07.2023 09:36:34"
"0050FBDF-F1E3-40F4-B772-7B0BD3184CD8";"WS";"Werkstattarbeiten";13,90;16,54;0,00;6,00;"03.07.2023 09:36:34"
"0072BFF9-9D45-464E-A717-40F90AEDC047";"LA";"Lackierarbeiten";5,20;6,19;0,00;6,00;"01.08.2023 05:10:24"
"0072BFF9-9D45-464E-A717-40F90AEDC047";"WS";"Werkstattarbeiten";5,20;6,19;5,20;6,00;"01.08.2023 05:10:24"
"0072BFF9-9D45-464E-A717-40F90AEDC047";"LA";"Lackierarbeiten";5,20;6,19;0,00;6,00;"03.07.2023 08:32:18"
"0072BFF9-9D45-464E-A717-40F90AEDC047";"WS";"Werkstattarbeiten";5,20;6,19;5,20;6,00;"03.07.2023 08:32:18"
"00AF816D-966C-4D44-BD68-8154FAC5EA43";"EL";"Elektrikarbeiten";83,95;99,90;0,00;60,00;"02.08.2023 10:34:02"
"00AF816D-966C-4D44-BD68-8154FAC5EA43";"EK";"Elektronikarbeiten";83,95;99,90;0,00;60,00;"02.08.2023 10:34:02"
"00AF816D-966C-4D44-BD68-8154FAC5EA43";"KA";"Karosseriearbeiten";100,00;119,00;0,00;60,00;"02.08.2023 10:34:02"
"00AF816D-966C-4D44-BD68-8154FAC5EA43";"LA";"Lackierarbeiten";117,56;139,90;0,00;60,00;"02.08.2023 10:34:02"
"00AF816D-966C-4D44-BD68-8154FAC5EA43";;"Standard Verrechnungssatz";75,55;89,90;0,00;60,00;"02.08.2023 10:34:02"
"00AF816D-966C-4D44-BD68-8154FAC5EA43";"WS";"Werkstattarbeiten";75,55;89,90;0,00;60,00;"02.08.2023 10:34:02"
"00AF816D-966C-4D44-BD68-8154FAC5EA43";"EL";"Elektrikarbeiten";83,95;99,90;0,00;60,00;"03.07.2023 07:55:16"
"00AF816D-966C-4D44-BD68-8154FAC5EA43";"EK";"Elektronikarbeiten";83,95;99,90;0,00;60,00;"03.07.2023 07:55:16"
"00AF816D-966C-4D44-BD68-8154FAC5EA43";"KA";"Karosseriearbeiten";100,00;119,00;0,00;60,00;"03.07.2023 07:55:16"
"00AF816D-966C-4D44-BD68-8154FAC5EA43";"LA";"Lackierarbeiten";117,56;139,90;0,00;60,00;"03.07.2023 07:55:16"
"00AF816D-966C-4D44-BD68-8154FAC5EA43";;"Standard Verrechnungssatz";75,55;89,90;0,00;60,00;"03.07.2023 07:55:16"
"00AF816D-966C-4D44-BD68-8154FAC5EA43";"WS";"Werkstattarbeiten";75,55;89,90;0,00;60,00;"03.07.2023 07:55:16"
"0158CF84-4563-4C5B-B6A0-AE87AF228AE1";"KA";"Karosseriearbeiten";65,00;77,35;0,00;60,00;"01.08.2023 08:12:22"
"0158CF84-4563-4C5B-B6A0-AE87AF228AE1";"LA";"Lackierarbeiten";115,00;136,85;0,00;60,00;"01.08.2023 08:12:22"
"0158CF84-4563-4C5B-B6A0-AE87AF228AE1";;"Standard Verrechnungssatz";74,80;89,01;0,00;60,00;"01.08.2023 08:12:22"
"0158CF84-4563-4C5B-B6A0-AE87AF228AE1";"WS";"Werkstattarbeiten";74,80;89,01;0,00;60,00;"01.08.2023 08:12:22"
"0158CF84-4563-4C5B-B6A0-AE87AF228AE1";"KA";"Karosseriearbeiten";65,00;77,35;0,00;60,00;"03.07.2023 07:57:28"
"0158CF84-4563-4C5B-B6A0-AE87AF228AE1";"LA";"Lackierarbeiten";115,00;136,85;0,00;60,00;"03.07.2023 07:57:28"
"0158CF84-4563-4C5B-B6A0-AE87AF228AE1";;"Standard Verrechnungssatz";74,80;89,01;0,00;60,00;"03.07.2023 07:57:28"
"0158CF84-4563-4C5B-B6A0-AE87AF228AE1";"WS";"Werkstattarbeiten";74,80;89,01;0,00;60,00;"03.07.2023 07:57:28"
"01A2CEED-3EFB-4A69-9844-E57B8F261686";"KA";"Karosserie";149,50;177,91;0,00;60,00;"01.08.2023 07:59:06"
"01A2CEED-3EFB-4A69-9844-E57B8F261686";"LA";"Lackierung";149,50;177,91;0,00;60,00;"01.08.2023 07:59:06"
"01A2CEED-3EFB-4A69-9844-E57B8F261686";;"Standard Verrechnungssatz";88,85;105,73;0,00;60,00;"01.08.2023 07:59:06"
"01A2CEED-3EFB-4A69-9844-E57B8F261686";"WS";"Werkstatt";88,85;105,73;0,00;60,00;"01.08.2023 07:59:06"
"01A2CEED-3EFB-4A69-9844-E57B8F261686";"KA";"Karosserie";149,50;177,91;0,00;60,00;"02.07.2023 15:19:08"
"01A2CEED-3EFB-4A69-9844-E57B8F261686";"LA";"Lackierung";149,50;177,91;0,00;60,00;"02.07.2023 15:19:08"
"01A2CEED-3EFB-4A69-9844-E57B8F261686";;"Standard Verrechnungssatz";88,85;105,73;0,00;60,00;"02.07.2023 15:19:08"
"01A2CEED-3EFB-4A69-9844-E57B8F261686";"WS";"Werkstatt";88,85;105,73;0,00;60,00;"02.07.2023 15:19:08"
"01D892CC-7CB8-4AB5-BA70-221E6F0E14FA";"EL";"Elektrikarbeiten";96,64;115,00;0,00;60,00;"01.08.2023 08:04:52"
"01D892CC-7CB8-4AB5-BA70-221E6F0E14FA";"EK";"Elektronikarbeiten";105,04;125,00;0,00;60,00;"01.08.2023 08:04:52"
"01D892CC-7CB8-4AB5-BA70-221E6F0E14FA";"KA";"Karosseriearbeiten";135,00;160,65;0,00;60,00;"01.08.2023 08:04:52"
"01D892CC-7CB8-4AB5-BA70-221E6F0E14FA";"LA";"Lackierarbeiten";135,00;160,65;0,00;60,00;"01.08.2023 08:04:52"
"01D892CC-7CB8-4AB5-BA70-221E6F0E14FA";"WS";"Werkstattarbeiten";83,19;99,00;0,00;60,00;"01.08.2023 08:04:52"
"01D892CC-7CB8-4AB5-BA70-221E6F0E14FA";"ZB";"Zubehörarbeiten";83,19;99,00;0,00;60,00;"01.08.2023 08:04:52"
"01D892CC-7CB8-4AB5-BA70-221E6F0E14FA";"EL";"Elektrikarbeiten";79,83;95,00;0,00;60,00;"02.07.2023 15:08:44"
"01D892CC-7CB8-4AB5-BA70-221E6F0E14FA";"EK";"Elektronikarbeiten";79,83;95,00;0,00;60,00;"02.07.2023 15:08:44"
"01D892CC-7CB8-4AB5-BA70-221E6F0E14FA";"KA";"Karosseriearbeiten";135,00;160,65;0,00;60,00;"02.07.2023 15:08:44"
"01D892CC-7CB8-4AB5-BA70-221E6F0E14FA";"LA";"Lackierarbeiten";135,00;160,65;0,00;60,00;"02.07.2023 15:08:44"
"01D892CC-7CB8-4AB5-BA70-221E6F0E14FA";"WS";"Werkstattarbeiten";75,63;90,00;0,00;60,00;"02.07.2023 15:08:44"
"01D892CC-7CB8-4AB5-BA70-221E6F0E14FA";"ZB";"Zubehörarbeiten";79,83;95,00;0,00;60,00;"02.07.2023 15:08:44"
"01D892CC-7CB8-4AB5-BA70-221E6F0E14FA";"EL";"Elektrikarbeiten";96,64;115,00;0,00;60,00;"03.08.2023 07:58:22"
"01D892CC-7CB8-4AB5-BA70-221E6F0E14FA";"EK";"Elektronikarbeiten";105,04;125,00;0,00;60,00;"03.08.2023 07:58:22"
"01D892CC-7CB8-4AB5-BA70-221E6F0E14FA";"KA";"Karosseriearbeiten";135,00;160,65;0,00;60,00;"03.08.2023 07:58:22"
"01D892CC-7CB8-4AB5-BA70-221E6F0E14FA";"LA";"Lackierarbeiten";135,00;160,65;0,00;60,00;"03.08.2023 07:58:22"
"01D892CC-7CB8-4AB5-BA70-221E6F0E14FA";"WS";"Werkstattarbeiten";83,19;99,00;0,00;60,00;"03.08.2023 07:58:22"
"01D892CC-7CB8-4AB5-BA70-221E6F0E14FA";"ZB";"Zubehörarbeiten";83,19;99,00;0,00;60,00;"03.08.2023 07:58:22"
"01D892CC-7CB8-4AB5-BA70-221E6F0E14FA";"EL";"Elektrikarbeiten";96,64;115,00;0,00;60,00;"04.08.2023 08:13:54"
"01D892CC-7CB8-4AB5-BA70-221E6F0E14FA";"EK";"Elektronikarbeiten";105,04;125,00;0,00;60,00;"04.08.2023 08:13:54"
"01D892CC-7CB8-4AB5-BA70-221E6F0E14FA";"KA";"Karosseriearbeiten";135,00;160,65;0,00;60,00;"04.08.2023 08:13:54"
"01D892CC-7CB8-4AB5-BA70-221E6F0E14FA";"LA";"Lackierarbeiten";135,00;160,65;0,00;60,00;"04.08.2023 08:13:54"
"01D892CC-7CB8-4AB5-BA70-221E6F0E14FA";"WS";"Werkstattarbeiten";83,19;99,00;0,00;60,00;"04.08.2023 08:13:54"
"01D892CC-7CB8-4AB5-BA70-221E6F0E14FA";"ZB";"Zubehörarbeiten";83,19;99,00;0,00;60,00;"04.08.2023 08:13:54"
"025681CB-09C5-4A79-A3E2-5D74D2DD5B7F";"EL";"Diagnose";5,00;5,95;0,00;5,00;"02.08.2023 09:20:20"
"025681CB-09C5-4A79-A3E2-5D74D2DD5B7F";"EK";"Elektronikarbeiten";5,00;5,95;0,00;5,00;"02.08.2023 09:20:20"
"025681CB-09C5-4A79-A3E2-5D74D2DD5B7F";;"Fremdteile";7,00;8,33;0,00;5,00;"02.08.2023 09:20:20"
"025681CB-09C5-4A79-A3E2-5D74D2DD5B7F";"KA";"Karosseriearbeiten";5,60;6,66;0,00;5,00;"02.08.2023 09:20:20"
"025681CB-09C5-4A79-A3E2-5D74D2DD5B7F";"LA";"Lackierarbeiten";13,00;15,47;0,00;5,00;"02.08.2023 09:20:20"
"025681CB-09C5-4A79-A3E2-5D74D2DD5B7F";"ZB";"Service Herstellervorgaben";5,25;6,25;0,00;5,00;"02.08.2023 09:20:20"
"025681CB-09C5-4A79-A3E2-5D74D2DD5B7F";;"Versicherung";9,10;10,83;0,00;5,00;"02.08.2023 09:20:20"
"025681CB-09C5-4A79-A3E2-5D74D2DD5B7F";"WS";"Werkstattarbeiten";4,90;5,83;0,00;5,00;"02.08.2023 09:20:20"
"025681CB-09C5-4A79-A3E2-5D74D2DD5B7F";"WS";"Werkstattarbeiten";4,55;5,41;0,00;5,00;"02.08.2023 09:20:20"
"025681CB-09C5-4A79-A3E2-5D74D2DD5B7F";"EL";"Diagnose";5,00;5,95;0,00;5,00;"05.07.2023 16:39:52"
"025681CB-09C5-4A79-A3E2-5D74D2DD5B7F";"EK";"Elektronikarbeiten";5,00;5,95;0,00;5,00;"05.07.2023 16:39:52"
"025681CB-09C5-4A79-A3E2-5D74D2DD5B7F";;"Fremdteile";7,00;8,33;0,00;5,00;"05.07.2023 16:39:52"
"025681CB-09C5-4A79-A3E2-5D74D2DD5B7F";"KA";"Karosseriearbeiten";5,60;6,66;0,00;5,00;"05.07.2023 16:39:52"
"025681CB-09C5-4A79-A3E2-5D74D2DD5B7F";"LA";"Lackierarbeiten";13,00;15,47;0,00;5,00;"05.07.2023 16:39:52"
"025681CB-09C5-4A79-A3E2-5D74D2DD5B7F";"ZB";"Service Herstellervorgaben";5,25;6,25;0,00;5,00;"05.07.2023 16:39:52"
"025681CB-09C5-4A79-A3E2-5D74D2DD5B7F";;"Versicherung";9,10;10,83;0,00;5,00;"05.07.2023 16:39:52"
"025681CB-09C5-4A79-A3E2-5D74D2DD5B7F";"WS";"Werkstattarbeiten";4,90;5,83;0,00;5,00;"05.07.2023 16:39:52"
"025681CB-09C5-4A79-A3E2-5D74D2DD5B7F";"WS";"Werkstattarbeiten";4,55;5,41;0,00;5,00;"05.07.2023 16:39:52"
"02A42F0E-DD9A-42E0-870B-A691E4028690";;"Abschleppkosten";125,00;148,75;0,00;60,00;"01.08.2023 09:43:08"
"02A42F0E-DD9A-42E0-870B-A691E4028690";;"Karosserie";102,24;121,67;102,25;60,00;"01.08.2023 09:43:08"
"02A42F0E-DD9A-42E0-870B-A691E4028690";"KA";"Karosseriearbeiten";102,50;121,97;0,00;60,00;"01.08.2023 09:43:08"
"02A42F0E-DD9A-42E0-870B-A691E4028690";;"Karosseriearbeiten (Vers.)";92,00;92,00;0,00;60,00;"01.08.2023 09:43:08"
"02A42F0E-DD9A-42E0-870B-A691E4028690";"LA";"Lackierarbeiten";95,00;113,05;0,00;60,00;"01.08.2023 09:43:08"
"02A42F0E-DD9A-42E0-870B-A691E4028690";;"Radwechsel";4,20;5,00;0,00;60,00;"01.08.2023 09:43:08"
"02A42F0E-DD9A-42E0-870B-A691E4028690";;"Radwechsel Klein LKW";6,30;7,50;0,00;60,00;"01.08.2023 09:43:08"
"02A42F0E-DD9A-42E0-870B-A691E4028690";;"Standard Verrechnungssatz";55,46;66,00;0,00;60,00;"01.08.2023 09:43:08"
"02A42F0E-DD9A-42E0-870B-A691E4028690";"WS";"Werkstattarbeiten";58,82;70,00;0,00;60,00;"01.08.2023 09:43:08"
"02A42F0E-DD9A-42E0-870B-A691E4028690";;"Werkstattarbeiten (Vers.)";89,00;105,91;0,00;60,00;"01.08.2023 09:43:08"
"02A42F0E-DD9A-42E0-870B-A691E4028690";;"Abschleppkosten";125,00;148,75;0,00;60,00;"04.07.2023 13:14:14"
"02A42F0E-DD9A-42E0-870B-A691E4028690";;"Karosserie";102,24;121,67;102,25;60,00;"04.07.2023 13:14:14"
"02A42F0E-DD9A-42E0-870B-A691E4028690";"KA";"Karosseriearbeiten";102,50;121,97;0,00;60,00;"04.07.2023 13:14:14"
"02A42F0E-DD9A-42E0-870B-A691E4028690";;"Karosseriearbeiten (Vers.)";92,00;92,00;0,00;60,00;"04.07.2023 13:14:14"
"02A42F0E-DD9A-42E0-870B-A691E4028690";"LA";"Lackierarbeiten";95,00;113,05;0,00;60,00;"04.07.2023 13:14:14"
"02A42F0E-DD9A-42E0-870B-A691E4028690";;"Radwechsel";4,20;5,00;0,00;60,00;"04.07.2023 13:14:14"
"02A42F0E-DD9A-42E0-870B-A691E4028690";;"Radwechsel Klein LKW";6,30;7,50;0,00;60,00;"04.07.2023 13:14:14"
"02A42F0E-DD9A-42E0-870B-A691E4028690";;"Standard Verrechnungssatz";55,46;66,00;0,00;60,00;"04.07.2023 13:14:14"
"02A42F0E-DD9A-42E0-870B-A691E4028690";"WS";"Werkstattarbeiten";58,82;70,00;0,00;60,00;"04.07.2023 13:14:14"
"02A42F0E-DD9A-42E0-870B-A691E4028690";;"Werkstattarbeiten (Vers.)";89,00;105,91;0,00;60,00;"04.07.2023 13:14:14"
"02AE1BA5-6CF4-4DC5-B0EA-5DC07932235C";;"Arbeitshelfer";50,00;0,00;0,00;6,00;"01.08.2023 12:08:22"
"02AE1BA5-6CF4-4DC5-B0EA-5DC07932235C";;"Fahrer";80,00;0,00;0,00;6,00;"01.08.2023 12:08:22"
"02AE1BA5-6CF4-4DC5-B0EA-5DC07932235C";"KA";"Karosseriearbeiten";135,00;0,00;0,00;6,00;"01.08.2023 12:08:22"
"02AE1BA5-6CF4-4DC5-B0EA-5DC07932235C";"WS";"Mechanik";88,00;0,00;0,00;6,00;"01.08.2023 12:08:22"
"02AE1BA5-6CF4-4DC5-B0EA-5DC07932235C";;"Plateaufahrzeug";135,00;0,00;0,00;6,00;"01.08.2023 12:08:22"
"02DB9F5F-E3A7-4CD5-800F-9AF6B8DCB7C9";"EL";"Elektrikarbeiten";63,00;74,97;0,00;60,00;"01.07.2023 11:25:14"
"02DB9F5F-E3A7-4CD5-800F-9AF6B8DCB7C9";"EK";"Elektronikarbeiten";63,00;74,97;0,00;60,00;"01.07.2023 11:25:14"
"02DB9F5F-E3A7-4CD5-800F-9AF6B8DCB7C9";"KA";"Karosseriearbeiten";63,00;74,97;0,00;60,00;"01.07.2023 11:25:14"
"02DB9F5F-E3A7-4CD5-800F-9AF6B8DCB7C9";"LA";"Lackierarbeiten";95,00;113,05;0,00;60,00;"01.07.2023 11:25:14"
"02DB9F5F-E3A7-4CD5-800F-9AF6B8DCB7C9";;"Lackierung +";70,00;0,00;0,00;60,00;"01.07.2023 11:25:14"
"02DB9F5F-E3A7-4CD5-800F-9AF6B8DCB7C9";;"Lackierung*";93,00;110,67;0,00;60,00;"01.07.2023 11:25:14"
"02DB9F5F-E3A7-4CD5-800F-9AF6B8DCB7C9";;"Mechanik bis 2009";38,00;0,00;0,00;60,00;"01.07.2023 11:25:14"
"02DB9F5F-E3A7-4CD5-800F-9AF6B8DCB7C9";;"Mechanik,Karosserie +";68,00;80,92;0,00;60,00;"01.07.2023 11:25:14"
"02DB9F5F-E3A7-4CD5-800F-9AF6B8DCB7C9";;"Mechanik,Karosserie ++";78,00;0,00;0,00;60,00;"01.07.2023 11:25:14"
"02DB9F5F-E3A7-4CD5-800F-9AF6B8DCB7C9";"WS";"Werkstattarbeiten";63,00;74,97;0,00;60,00;"01.07.2023 11:25:14"
"02DB9F5F-E3A7-4CD5-800F-9AF6B8DCB7C9";"ZB";"Zubehörarbeiten";63,00;74,97;0,00;60,00;"01.07.2023 11:25:14"
"02DB9F5F-E3A7-4CD5-800F-9AF6B8DCB7C9";"EL";"Elektrikarbeiten";63,00;74,97;0,00;60,00;"01.08.2023 07:33:20"
"02DB9F5F-E3A7-4CD5-800F-9AF6B8DCB7C9";"EK";"Elektronikarbeiten";63,00;74,97;0,00;60,00;"01.08.2023 07:33:20"
"02DB9F5F-E3A7-4CD5-800F-9AF6B8DCB7C9";"KA";"Karosseriearbeiten";63,00;74,97;0,00;60,00;"01.08.2023 07:33:20"
"02DB9F5F-E3A7-4CD5-800F-9AF6B8DCB7C9";"LA";"Lackierarbeiten";95,00;113,05;0,00;60,00;"01.08.2023 07:33:20"
"02DB9F5F-E3A7-4CD5-800F-9AF6B8DCB7C9";;"Lackierung +";70,00;0,00;0,00;60,00;"01.08.2023 07:33:20"
"02DB9F5F-E3A7-4CD5-800F-9AF6B8DCB7C9";;"Lackierung*";93,00;110,67;0,00;60,00;"01.08.2023 07:33:20"
"02DB9F5F-E3A7-4CD5-800F-9AF6B8DCB7C9";;"Mechanik bis 2009";38,00;0,00;0,00;60,00;"01.08.2023 07:33:20"
"02DB9F5F-E3A7-4CD5-800F-9AF6B8DCB7C9";;"Mechanik,Karosserie +";68,00;80,92;0,00;60,00;"01.08.2023 07:33:20"
"02DB9F5F-E3A7-4CD5-800F-9AF6B8DCB7C9";;"Mechanik,Karosserie ++";78,00;0,00;0,00;60,00;"01.08.2023 07:33:20"
"02DB9F5F-E3A7-4CD5-800F-9AF6B8DCB7C9";"WS";"Werkstattarbeiten";63,00;74,97;0,00;60,00;"01.08.2023 07:33:20"
"02DB9F5F-E3A7-4CD5-800F-9AF6B8DCB7C9";"ZB";"Zubehörarbeiten";63,00;74,97;0,00;60,00;"01.08.2023 07:33:20"
"02DEECFE-D28F-4B57-9BA8-55A892DDB7C0";"EL";"Elektrikarbeiten";75,00;89,25;0,00;60,00;"04.08.2023 14:18:56"
"02DEECFE-D28F-4B57-9BA8-55A892DDB7C0";"EK";"Elektronikarbeiten";75,00;89,25;0,00;60,00;"04.08.2023 14:18:56"
"02DEECFE-D28F-4B57-9BA8-55A892DDB7C0";"KA";"Karosseriearbeiten";75,00;89,25;0,00;60,00;"04.08.2023 14:18:56"
"02DEECFE-D28F-4B57-9BA8-55A892DDB7C0";"LA";"Lackierarbeiten";95,00;113,05;0,00;60,00;"04.08.2023 14:18:56"
"02DEECFE-D28F-4B57-9BA8-55A892DDB7C0";;"Standard Verrechnungssatz";75,00;89,25;0,00;60,00;"04.08.2023 14:18:56"
"02DEECFE-D28F-4B57-9BA8-55A892DDB7C0";"WS";"Werkstattarbeiten";75,00;89,25;0,00;60,00;"04.08.2023 14:18:56"
"02DEECFE-D28F-4B57-9BA8-55A892DDB7C0";"ZB";"Zubehörarbeiten";75,00;89,25;0,00;60,00;"04.08.2023 14:18:56"
"03283432-FA95-4E48-91F8-238ABFEF61D3";;"Standard Verrechnungssatz";60,00;71,40;0,00;60,00;"02.08.2023 06:59:34"
"03283432-FA95-4E48-91F8-238ABFEF61D3";;"Standard Verrechnungssatz";60,00;71,40;0,00;60,00;"03.07.2023 07:06:12"
"03283432-FA95-4E48-91F8-238ABFEF61D3";;"Standard Verrechnungssatz";60,00;71,40;0,00;60,00;"04.07.2023 07:06:30"
"034994CF-0514-4F73-9DBF-96236DA94F5E";"EL";"Elektrikarbeiten";7,00;8,33;0,00;5,00;"01.08.2023 09:45:10"
"034994CF-0514-4F73-9DBF-96236DA94F5E";"EK";"Elektronikarbeiten";7,00;8,33;0,00;5,00;"01.08.2023 09:45:10"
"034994CF-0514-4F73-9DBF-96236DA94F5E";"KA";"Karosseriearbeiten";7,00;8,33;0,00;5,00;"01.08.2023 09:45:10"
"034994CF-0514-4F73-9DBF-96236DA94F5E";"LA";"Lackierarbeiten";7,71;9,17;0,00;5,00;"01.08.2023 09:45:10"
"034994CF-0514-4F73-9DBF-96236DA94F5E";;"Standard Verrechnungssatz";7,00;8,33;0,00;5,00;"01.08.2023 09:45:10"
"034994CF-0514-4F73-9DBF-96236DA94F5E";;"Versicherung";85,00;101,15;0,00;5,00;"01.08.2023 09:45:10"
"034994CF-0514-4F73-9DBF-96236DA94F5E";"WS";"Werkstattarbeiten";7,00;8,33;0,00;5,00;"01.08.2023 09:45:10"
"034994CF-0514-4F73-9DBF-96236DA94F5E";"ZB";"Zubehörarbeiten";7,00;8,33;0,00;5,00;"01.08.2023 09:45:10"
"034994CF-0514-4F73-9DBF-96236DA94F5E";"EL";"Elektrikarbeiten";7,00;8,33;0,00;5,00;"02.08.2023 10:26:12"
"034994CF-0514-4F73-9DBF-96236DA94F5E";"EK";"Elektronikarbeiten";7,00;8,33;0,00;5,00;"02.08.2023 10:26:12"
"034994CF-0514-4F73-9DBF-96236DA94F5E";"KA";"Karosseriearbeiten";7,00;8,33;0,00;5,00;"02.08.2023 10:26:12"
"034994CF-0514-4F73-9DBF-96236DA94F5E";"LA";"Lackierarbeiten";7,71;9,17;0,00;5,00;"02.08.2023 10:26:12"
"034994CF-0514-4F73-9DBF-96236DA94F5E";;"Standard Verrechnungssatz";7,00;8,33;0,00;5,00;"02.08.2023 10:26:12"
"034994CF-0514-4F73-9DBF-96236DA94F5E";;"Versicherung";85,00;101,15;0,00;5,00;"02.08.2023 10:26:12"
"034994CF-0514-4F73-9DBF-96236DA94F5E";"WS";"Werkstattarbeiten";7,00;8,33;0,00;5,00;"02.08.2023 10:26:12"
"034994CF-0514-4F73-9DBF-96236DA94F5E";"ZB";"Zubehörarbeiten";7,00;8,33;0,00;5,00;"02.08.2023 10:26:12"
"034994CF-0514-4F73-9DBF-96236DA94F5E";"EL";"Elektrikarbeiten";7,00;8,33;0,00;5,00;"03.07.2023 12:56:00"
"034994CF-0514-4F73-9DBF-96236DA94F5E";"EK";"Elektronikarbeiten";7,00;8,33;0,00;5,00;"03.07.2023 12:56:00"
"034994CF-0514-4F73-9DBF-96236DA94F5E";"KA";"Karosseriearbeiten";7,00;8,33;0,00;5,00;"03.07.2023 12:56:00"
"034994CF-0514-4F73-9DBF-96236DA94F5E";"LA";"Lackierarbeiten";7,71;9,17;0,00;5,00;"03.07.2023 12:56:00"
"034994CF-0514-4F73-9DBF-96236DA94F5E";;"Standard Verrechnungssatz";7,00;8,33;0,00;5,00;"03.07.2023 12:56:00"
"034994CF-0514-4F73-9DBF-96236DA94F5E";;"Versicherung";85,00;101,15;0,00;5,00;"03.07.2023 12:56:00"
"034994CF-0514-4F73-9DBF-96236DA94F5E";"WS";"Werkstattarbeiten";7,00;8,33;0,00;5,00;"03.07.2023 12:56:00"
"034994CF-0514-4F73-9DBF-96236DA94F5E";"ZB";"Zubehörarbeiten";7,00;8,33;0,00;5,00;"03.07.2023 12:56:00"
"0401F450-FBA9-40C6-9F36-94A53730100A";;"E- Reparaturen";105,04;125,00;0,00;60,00;"01.08.2023 08:27:18"
"0401F450-FBA9-40C6-9F36-94A53730100A";"EL";"Elektrikarbeiten";87,79;104,47;0,00;60,00;"01.08.2023 08:27:18"
"0401F450-FBA9-40C6-9F36-94A53730100A";"EK";"Elektronikarbeiten";92,86;110,50;0,00;60,00;"01.08.2023 08:27:18"
"0401F450-FBA9-40C6-9F36-94A53730100A";"KA";"Karosseriearbeiten";117,00;139,23;0,00;60,00;"01.08.2023 08:27:18"
